"Gene","Non-unique Gene name","Annotation","Number_pos_present_in","Number_neg_present_in","Number_pos_not_present_in","Number_neg_not_present_in","Sensitivity","Specificity","Odds_ratio","Naive_p","Bonferroni_p","Benjamini_H_p","Max_Pairwise_comparisons","Max_supporting_pairs","Max_opposing_pairs","Best_pairwise_comp_p","Worst_pairwise_comp_p"
"group_1604","","hypothetical protein","34","142","171","255","16.585365853658537","64.23173803526448","0.3570546083518656","7.23596158640146e-07","0.0032134905405208883","1.1081001863865132e-05","8","8","5","0.0078125","0.7265625"
"group_1689","","hypothetical protein","43","27","162","370","20.975609756097562","93.19899244332494","3.6374028349336993","7.468099781627695e-07","0.0033165831130208593","1.1397192828250376e-05","6","4","4","0.6875","0.6875"
"group_1209","","hypothetical protein","103","117","102","280","50.24390243902439","70.52896725440806","2.416624769565946","7.959921334972575e-07","0.0035350010648613206","1.2106168030346988e-05","25","15","19","0.01463329792022705","0.42435622215270996"
"ywqN_2","ywqN_2","Putative NAD(P)H-dependent FMN-containing oxidoreductase YwqN","110","130","95","267","53.65853658536586","67.2544080604534","2.3781376518218624","8.282951844563335e-07","0.003678458914170577","1.2469352251425684e-05","7","7","5","0.015625","0.453125"
"gltR~~~hdfR_3",";gltR;hdfR_3","hypothetical protein;HTH-type transcriptional regulator GltR;HTH-type transcriptional regulator HdfR","110","130","95","267","53.65853658536586","67.2544080604534","2.3781376518218624","8.282951844563335e-07","0.003678458914170577","1.2469352251425684e-05","7","7","5","0.015625","0.453125"
"entS_2~~~entS_1~~~entS",";entS_2;entS_1;entS","hypothetical protein;Enterobactin exporter EntS","110","130","95","267","53.65853658536586","67.2544080604534","2.3781376518218624","8.282951844563335e-07","0.003678458914170577","1.2469352251425684e-05","7","7","5","0.015625","0.453125"
"group_1035","","hypothetical protein","200","340","5","57","97.5609756097561","14.357682619647354","6.705882352941177","8.347645366756665e-07","0.0037071893073766346","1.2524288200596738e-05","5","5","3","0.0625","1.0"
"group_2006","","hypothetical protein","200","339","5","58","97.5609756097561","14.609571788413097","6.843657817109144","8.442457880708108e-07","0.0037492955448224707","1.2623890723307982e-05","6","6","3","0.03125","1.0"
"group_1828","","hypothetical protein","84","85","121","312","40.97560975609756","78.58942065491183","2.5481769567331063","8.619981919527752e-07","0.003828133970462275","1.2846087149202265e-05","17","9","10","0.629058837890625","1.0"
"group_371","","hypothetical protein","6","61","199","336","2.9268292682926833","84.63476070528966","0.16607628305461736","9.08482046109963e-07","0.004034568766774346","1.3493541026001156e-05","11","4","8","0.2265625","0.548828125"
"essG_9~~~essG_6~~~essG_3~~~essG_2~~~essG_7~~~essG_4","essG_9;essG_6;essG_3;essG_2;essG_7;essG_4","Type VII secretion system protein EsaG","114","137","91","260","55.60975609756098","65.4911838790932","2.37747653806048","9.239755055022398e-07","0.004103375219935447","1.3677917399784823e-05","25","17","14","0.10775214433670044","0.6900379657745361"
"group_1112","","hypothetical protein","163","371","42","26","79.51219512195122","6.54911838790932","0.2719804903093313","1.0240707140330185e-06","0.0045478980410206355","1.5109295817344304e-05","4","3","3","0.625","0.625"
"group_2096","","hypothetical protein","143","194","62","203","69.7560975609756","51.13350125944584","2.413451945460592","1.0960008163333818e-06","0.004867339625336548","1.590633864489068e-05","22","15","11","0.13380050659179688","1.0"
"group_1484","","hypothetical protein","143","194","62","203","69.7560975609756","51.13350125944584","2.413451945460592","1.0960008163333818e-06","0.004867339625336548","1.590633864489068e-05","22","15","11","0.13380050659179688","1.0"
"group_1443","","hypothetical protein","143","194","62","203","69.7560975609756","51.13350125944584","2.413451945460592","1.0960008163333818e-06","0.004867339625336548","1.590633864489068e-05","22","15","11","0.13380050659179688","1.0"
"group_971","","hypothetical protein","143","194","62","203","69.7560975609756","51.13350125944584","2.413451945460592","1.0960008163333818e-06","0.004867339625336548","1.590633864489068e-05","22","15","11","0.13380050659179688","1.0"
"group_854","","hypothetical protein","143","194","62","203","69.7560975609756","51.13350125944584","2.413451945460592","1.0960008163333818e-06","0.004867339625336548","1.590633864489068e-05","22","15","11","0.13380050659179688","1.0"
"group_2152","","hypothetical protein","141","190","64","207","68.78048780487805","52.141057934508815","2.4002467105263157","1.1578621781880055e-06","0.005142065933332932","1.669501926406796e-05","24","17","12","0.06391465663909912","1.0"
"group_558","","hypothetical protein","141","190","64","207","68.78048780487805","52.141057934508815","2.4002467105263157","1.1578621781880055e-06","0.005142065933332932","1.669501926406796e-05","24","17","12","0.06391465663909912","1.0"
"group_2268","","hypothetical protein","141","191","64","206","68.78048780487805","51.88916876574308","2.3761452879581153","1.228089037863492e-06","0.005453943417151768","1.731410608619609e-05","24","17","12","0.06391465663909912","1.0"
"group_1302","","hypothetical protein","141","191","64","206","68.78048780487805","51.88916876574308","2.3761452879581153","1.228089037863492e-06","0.005453943417151768","1.731410608619609e-05","24","17","12","0.06391465663909912","1.0"
"group_1239","","hypothetical protein","141","191","64","206","68.78048780487805","51.88916876574308","2.3761452879581153","1.228089037863492e-06","0.005453943417151768","1.731410608619609e-05","24","17","12","0.06391465663909912","1.0"
"group_1100","","hypothetical protein","141","191","64","206","68.78048780487805","51.88916876574308","2.3761452879581153","1.228089037863492e-06","0.005453943417151768","1.731410608619609e-05","24","17","12","0.06391465663909912","1.0"
"group_597","","hypothetical protein","141","191","64","206","68.78048780487805","51.88916876574308","2.3761452879581153","1.228089037863492e-06","0.005453943417151768","1.731410608619609e-05","24","17","12","0.06391465663909912","1.0"
"clpP_3~~~clpP_2",";clpP_3;clpP_2","hypothetical protein;ATP-dependent Clp protease proteolytic subunit","141","191","64","206","68.78048780487805","51.88916876574308","2.3761452879581153","1.228089037863492e-06","0.005453943417151768","1.731410608619609e-05","24","17","12","0.06391465663909912","1.0"
"group_213","","hypothetical protein","141","191","64","206","68.78048780487805","51.88916876574308","2.3761452879581153","1.228089037863492e-06","0.005453943417151768","1.731410608619609e-05","24","17","12","0.06391465663909912","1.0"
