"Gene","Non-unique Gene name","Annotation","Number_pos_present_in","Number_neg_present_in","Number_pos_not_present_in","Number_neg_not_present_in","Sensitivity","Specificity","Odds_ratio","Naive_p","Bonferroni_p","Benjamini_H_p","Max_Pairwise_comparisons","Max_supporting_pairs","Max_opposing_pairs","Best_pairwise_comp_p","Worst_pairwise_comp_p"
"group_410","","hypothetical protein","72","236","23","272","75.78947368421053","53.54330708661418","3.6079587324981577","1.0273202538682831e-07","0.00045643838879367817","1.342465849393171e-06","7","5","6","0.125","0.453125"
"arcR_2","arcR_2","HTH-type transcriptional regulator ArcR","0","88","95","420","0.0","82.67716535433071","0.0","1.1280552605250668e-07","0.0005011949522512872","1.4402153800324345e-06","2","0","2","0.5","0.5"
"arcC1_2","arcC1_2","Carbamate kinase 1","0","88","95","420","0.0","82.67716535433071","0.0","1.1280552605250668e-07","0.0005011949522512872","1.4402153800324345e-06","2","0","2","0.5","0.5"
"argF_2","argF_2","Ornithine carbamoyltransferase","0","88","95","420","0.0","82.67716535433071","0.0","1.1280552605250668e-07","0.0005011949522512872","1.4402153800324345e-06","2","0","2","0.5","0.5"
"group_1059","","IS110 family transposase ISSep2","0","88","95","420","0.0","82.67716535433071","0.0","1.1280552605250668e-07","0.0005011949522512872","1.4402153800324345e-06","2","0","2","0.5","0.5"
"arcA_2","arcA_2","Arginine deiminase","0","88","95","420","0.0","82.67716535433071","0.0","1.1280552605250668e-07","0.0005011949522512872","1.4402153800324345e-06","2","0","2","0.5","0.5"
"argR_3","argR_3","Arginine repressor","0","88","95","420","0.0","82.67716535433071","0.0","1.1280552605250668e-07","0.0005011949522512872","1.4402153800324345e-06","2","0","2","0.5","0.5"
"arcD_2","arcD_2","Arginine/ornithine antiporter","0","88","95","420","0.0","82.67716535433071","0.0","1.1280552605250668e-07","0.0005011949522512872","1.4402153800324345e-06","2","0","2","0.5","0.5"
"group_164","","hypothetical protein","0","88","95","420","0.0","82.67716535433071","0.0","1.1280552605250668e-07","0.0005011949522512872","1.4402153800324345e-06","2","0","2","0.5","0.5"
"group_2299","","hypothetical protein","4","135","91","373","4.2105263157894735","73.4251968503937","0.12144892144892144","1.1627126751169833e-07","0.0005165932415544757","1.4802098611876094e-06","9","3","7","0.1796875","0.5078125"
