"Gene","Non-unique Gene name","Annotation","Number_pos_present_in","Number_neg_present_in","Number_pos_not_present_in","Number_neg_not_present_in","Sensitivity","Specificity","Odds_ratio","Naive_p","Bonferroni_p","Benjamini_H_p","Max_Pairwise_comparisons","Max_supporting_pairs","Max_opposing_pairs","Best_pairwise_comp_p","Worst_pairwise_comp_p"
"group_2386","","hypothetical protein","106","157","55","285","65.83850931677019","64.47963800904978","3.4985524030110016","4.6494955948885386e-11","2.0657708928089777e-07","1.5662820989203806e-09","4","3","4","0.125","0.625"
"group_1471","","hypothetical protein","138","256","23","186","85.71428571428571","42.081447963800905","4.359375","4.653370179101738e-11","2.0674923705749022e-07","1.5662820989203806e-09","8","5","7","0.0703125","0.7265625"
"group_573","","hypothetical protein","95","129","66","313","59.006211180124225","70.81447963800905","3.4924829692271553","4.9624577568779184e-11","2.2048199813808593e-07","1.6577593844968868e-09","7","5","5","0.453125","0.453125"
"group_1393","","hypothetical protein","139","262","22","180","86.33540372670807","40.723981900452486","4.340735600277585","7.379528471854358e-11","3.2787245000448915e-07","2.44680932839171e-09","7","5","4","0.453125","1.0"
"group_2377","","hypothetical protein","56","285","105","157","34.78260869565217","35.52036199095023","0.2938011695906433","9.524760661782118e-11","4.231851162029795e-07","3.134704564466515e-09","5","5","2","0.0625","1.0"
"group_1651","","hypothetical protein","108","166","53","276","67.08074534161491","62.44343891402715","3.3880427369856787","1.2234509984578085e-10","5.435792786148043e-07","3.996906460402973e-09","28","13","20","0.03569813817739487","0.8505540192127228"
"group_823","","IS1182 family transposase ISSau3;hypothetical protein","138","260","23","182","85.71428571428571","41.17647058823529","4.2","1.4933387949771417e-10","6.634904266083441e-07","4.8429958146594464e-09","10","8","4","0.109375","0.75390625"
"group_1389","","hypothetical protein","4","98","157","344","2.484472049689441","77.82805429864254","0.0894319511243988","1.9850890371040966e-10","8.819750591853501e-07","6.391123617285145e-09","2","2","2","0.5","0.5"
"group_860","","hypothetical protein","3","90","158","352","1.8633540372670807","79.63800904977376","0.07426160337552742","2.564115266209566e-10","1.13923641277691e-06","8.195945415661222e-09","9","2","8","0.0390625","0.1796875"
"group_561","","hypothetical protein","93","129","68","313","57.7639751552795","70.81447963800905","3.3183994528043774","3.203486887789384e-10","1.4233092242448234e-06","1.0164928076578507e-08","19","12","10","0.359283447265625","1.0"
